collection_id,vm_id,name,value,time_stamp
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.676791666666667,2024-04-06 03:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.48675,2024-04-06 04:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.537166666666667,2024-04-06 05:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.527916666666667,2024-04-06 06:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.517666666666667,2024-04-06 07:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.5181249999999995,2024-04-06 08:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.490333333333334,2024-04-06 09:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.482833333333334,2024-04-06 10:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.701313559322034,2024-04-06 11:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.743208333333333,2024-04-06 12:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.515458333333333,2024-04-06 13:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.482958333333333,2024-04-06 14:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.602416666666667,2024-04-06 15:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.504666666666666,2024-04-06 16:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.492625,2024-04-06 17:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.595458333333334,2024-04-06 18:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.5595,2024-04-06 19:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.7536249999999995,2024-04-06 20:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.506958333333333,2024-04-06 21:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.5465,2024-04-06 22:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.501708333333334,2024-04-06 23:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.492333333333334,2024-04-07 00:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.5455000000000005,2024-04-07 01:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.534958333333334,2024-04-07 02:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.506833333333334,2024-04-07 03:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.633208333333333,2024-04-07 04:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.538791666666667,2024-04-07 05:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.637083333333334,2024-04-07 06:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.687333333333333,2024-04-07 07:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.508907563025209,2024-04-07 08:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.506375,2024-04-07 09:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.58425,2024-04-07 10:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.723541666666667,2024-04-07 11:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.5835,2024-04-07 12:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.548374999999999,2024-04-07 13:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.557198275862069,2024-04-07 14:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.657875000000001,2024-04-07 15:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.486916666666667,2024-04-07 16:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.539083333333334,2024-04-07 17:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.624083333333333,2024-04-07 18:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.479916666666667,2024-04-07 19:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,6.121666666666667,2024-04-07 20:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,6.202083333333333,2024-04-07 21:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,6.264958333333333,2024-04-07 22:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.579541666666667,2024-04-07 23:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.969125,2024-04-08 00:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.669,2024-04-08 01:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.669124999999999,2024-04-08 02:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.81775,2024-04-08 03:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.934666666666667,2024-04-08 04:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,6.137708333333333,2024-04-08 05:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.706291666666667,2024-04-08 06:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.890125,2024-04-08 07:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.9585784313725485,2024-04-08 08:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.83595,2024-04-08 09:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,6.2523333333333335,2024-04-08 10:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.920166666666666,2024-04-08 11:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,6.077625,2024-04-08 12:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,6.054458333333333,2024-04-08 13:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,6.103125,2024-04-08 14:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.91525,2024-04-08 15:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.9811250000000005,2024-04-08 16:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.944500000000001,2024-04-08 17:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.910375,2024-04-08 18:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.971500000000001,2024-04-08 19:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.951416666666666,2024-04-08 20:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.807100840336134,2024-04-08 21:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.993208333333333,2024-04-08 22:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,6.180000000000001,2024-04-08 23:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.557958333333334,2024-04-09 00:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,6.294458333333334,2024-04-09 01:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.9693,2024-04-09 02:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.989833333333333,2024-04-09 03:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.941291666666667,2024-04-09 04:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,6.823166666666666,2024-04-09 05:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.925708333333334,2024-04-09 06:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.833708333333333,2024-04-09 07:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.738333333333333,2024-04-09 08:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,6.0926470588235295,2024-04-09 09:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.734708333333333,2024-04-09 10:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.892083333333333,2024-04-09 11:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.6001666666666665,2024-04-09 12:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.567833333333334,2024-04-09 13:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.622166666666667,2024-04-09 14:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.75625,2024-04-09 15:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.562125,2024-04-09 16:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.506916666666667,2024-04-09 17:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.6991249999999996,2024-04-09 18:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.562083333333334,2024-04-09 19:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.562916666666666,2024-04-09 20:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.484083333333333,2024-04-09 21:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.594166666666666,2024-04-09 22:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.451375,2024-04-09 23:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.490583333333333,2024-04-10 00:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.584208333333334,2024-04-10 01:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.618875,2024-04-10 02:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.442875,2024-04-10 03:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.39725,2024-04-10 04:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.513083333333333,2024-04-10 05:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.448625000000001,2024-04-10 06:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.443625,2024-04-10 07:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.579243697478991,2024-04-10 08:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.476708333333334,2024-04-10 09:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.450291666666667,2024-04-10 10:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.581166666666666,2024-04-10 11:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.555916666666667,2024-04-10 12:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.546416666666667,2024-04-10 13:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.533166666666667,2024-04-10 14:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.711,2024-04-10 15:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.4807500000000005,2024-04-10 16:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.4772083333333335,2024-04-10 17:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.475625,2024-04-10 18:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.470916666666667,2024-04-10 19:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.5136666666666665,2024-04-10 20:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.461749999999999,2024-04-10 21:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.42625,2024-04-10 22:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.468375,2024-04-10 23:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.5436250000000005,2024-04-11 00:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.902375,2024-04-11 01:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.646125,2024-04-11 02:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.631916666666667,2024-04-11 03:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.48025,2024-04-11 04:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,6.289666666666666,2024-04-11 05:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.510541666666667,2024-04-11 06:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.412458333333333,2024-04-11 07:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.629166666666666,2024-04-11 08:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.645666666666667,2024-04-11 09:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.452666666666667,2024-04-11 10:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.479958333333333,2024-04-11 11:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.457916666666667,2024-04-11 12:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.5425,2024-04-11 13:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.492958333333333,2024-04-11 14:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.502375,2024-04-11 15:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.51575,2024-04-11 16:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.62925,2024-04-11 17:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.468916666666667,2024-04-11 18:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.5023109243697474,2024-04-11 19:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.486583333333333,2024-04-11 20:55:00+00:00
0a1e34c5-ce1a-491c-a3a4-b9f36582a7fb,K8s-cp,Percentage CPU,5.507333333333333,2024-04-11 21:55:00+00:00
