collection_id,vm_id,name,value,aggregation,time_stamp
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-24 18:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-24 19:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,5.25,Maximum,2024-06-24 20:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-24 21:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5864685568.0,Maximum,2024-06-24 22:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-24 23:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,7.6,Maximum,2024-06-25 00:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6182404096.0,Maximum,2024-06-25 01:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,5.36,Maximum,2024-06-25 02:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.35,Maximum,2024-06-25 03:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,5246878.63,Maximum,2024-06-25 04:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.57,Maximum,2024-06-25 05:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6210715648.0,Maximum,2024-06-25 06:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,5.23,Maximum,2024-06-25 07:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1212511.78,Maximum,2024-06-25 08:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1339347.69,Maximum,2024-06-25 09:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.54,Maximum,2024-06-25 10:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5837422592.0,Maximum,2024-06-25 11:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,5.34,Maximum,2024-06-25 12:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.31,Maximum,2024-06-25 13:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,5348507.39,Maximum,2024-06-25 14:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,2268848.06,Maximum,2024-06-25 15:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6201278464.0,Maximum,2024-06-25 16:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5645533184.0,Maximum,2024-06-25 17:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.72,Maximum,2024-06-25 18:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,5.25,Maximum,2024-06-25 19:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,5599024.14,Maximum,2024-06-25 20:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-25 21:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.67,Maximum,2024-06-25 22:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5636096000.0,Maximum,2024-06-25 23:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1138777.56,Maximum,2024-06-26 00:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-26 01:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,4607770.71,Maximum,2024-06-26 02:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5629804544.0,Maximum,2024-06-26 03:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.81,Maximum,2024-06-26 04:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.58,Maximum,2024-06-26 05:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,5.16,Maximum,2024-06-26 06:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,4670741.75,Maximum,2024-06-26 07:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1851700.85,Maximum,2024-06-26 08:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6146752512.0,Maximum,2024-06-26 09:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-26 10:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.47,Maximum,2024-06-26 11:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.42,Maximum,2024-06-26 12:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5850005504.0,Maximum,2024-06-26 13:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,4.97,Maximum,2024-06-26 14:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.64,Maximum,2024-06-26 15:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-26 16:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.67,Maximum,2024-06-26 17:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,4488806.92,Maximum,2024-06-26 18:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-26 19:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1425553.6,Maximum,2024-06-26 20:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1048651.97,Maximum,2024-06-26 21:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6213861376.0,Maximum,2024-06-26 22:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1347504.04,Maximum,2024-06-26 23:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5842665472.0,Maximum,2024-06-27 00:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1130485.67,Maximum,2024-06-27 01:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,4488895.34,Maximum,2024-06-27 02:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-27 03:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,5.27,Maximum,2024-06-27 04:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6196035584.0,Maximum,2024-06-27 05:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.54,Maximum,2024-06-27 06:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6214909952.0,Maximum,2024-06-27 07:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5856296960.0,Maximum,2024-06-27 08:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1179861.58,Maximum,2024-06-27 09:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,10751659.6,Maximum,2024-06-27 10:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-27 11:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6159335424.0,Maximum,2024-06-27 12:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,4702011.42,Maximum,2024-06-27 13:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5844762624.0,Maximum,2024-06-27 14:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-27 15:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-27 16:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,5029962.09,Maximum,2024-06-27 17:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,19.87,Maximum,2024-06-27 18:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1470682.48,Maximum,2024-06-27 19:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-27 20:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-27 21:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-27 22:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5856296960.0,Maximum,2024-06-27 23:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-28 00:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,5193952.91,Maximum,2024-06-28 01:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,6.23,Maximum,2024-06-28 02:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-28 03:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6219104256.0,Maximum,2024-06-28 04:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-28 05:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5840568320.0,Maximum,2024-06-28 06:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1183954.69,Maximum,2024-06-28 07:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6209667072.0,Maximum,2024-06-28 08:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6202327040.0,Maximum,2024-06-28 09:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6205472768.0,Maximum,2024-06-28 10:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.37,Maximum,2024-06-28 11:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-28 12:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5857345536.0,Maximum,2024-06-28 13:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,4800824.27,Maximum,2024-06-28 14:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-28 15:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-28 16:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5861539840.0,Maximum,2024-06-28 17:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1396829.47,Maximum,2024-06-28 18:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-28 19:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1278097.46,Maximum,2024-06-28 20:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-28 21:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.65,Maximum,2024-06-28 22:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-28 23:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-29 00:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1282187.04,Maximum,2024-06-29 01:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.44,Maximum,2024-06-29 02:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-29 03:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-29 04:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-29 05:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-29 06:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6205472768.0,Maximum,2024-06-29 07:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-29 08:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5847908352.0,Maximum,2024-06-29 09:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-29 10:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1671363.97,Maximum,2024-06-29 11:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1122371.96,Maximum,2024-06-29 12:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.93,Maximum,2024-06-29 13:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,4.91,Maximum,2024-06-29 14:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.85,Maximum,2024-06-29 15:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,4261026.91,Maximum,2024-06-29 16:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6203375616.0,Maximum,2024-06-29 17:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,5118642.65,Maximum,2024-06-29 18:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-29 19:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,5147971.18,Maximum,2024-06-29 20:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,4730555.65,Maximum,2024-06-29 21:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1282208.0,Maximum,2024-06-29 22:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-29 23:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,5.12,Maximum,2024-06-30 00:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-30 01:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-30 02:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1462255.93,Maximum,2024-06-30 03:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6206521344.0,Maximum,2024-06-30 04:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,5.22,Maximum,2024-06-30 05:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6218055680.0,Maximum,2024-06-30 06:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6225395712.0,Maximum,2024-06-30 07:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.35,Maximum,2024-06-30 08:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6226444288.0,Maximum,2024-06-30 09:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,5488610.73,Maximum,2024-06-30 10:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1351790.09,Maximum,2024-06-30 11:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.36,Maximum,2024-06-30 12:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-06-30 13:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,5132527.8,Maximum,2024-06-30 14:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,5.31,Maximum,2024-06-30 15:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6214909952.0,Maximum,2024-06-30 16:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5778702336.0,Maximum,2024-06-30 17:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5786042368.0,Maximum,2024-06-30 18:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6210715648.0,Maximum,2024-06-30 19:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-06-30 20:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,4.96,Maximum,2024-06-30 21:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,5.1,Maximum,2024-06-30 22:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,4291923.42,Maximum,2024-06-30 23:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,5623559.16,Maximum,2024-07-01 00:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-07-01 01:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.91,Maximum,2024-07-01 02:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-07-01 03:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-07-01 04:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1634509.14,Maximum,2024-07-01 05:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.7,Maximum,2024-07-01 06:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-07-01 07:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,5689380.6,Maximum,2024-07-01 08:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Percentage CPU,5.19,Maximum,2024-07-01 09:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-07-01 10:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6213861376.0,Maximum,2024-07-01 11:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Read Bytes,0.0,Maximum,2024-07-01 12:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-07-01 13:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Disk Write Bytes,1134634.37,Maximum,2024-07-01 14:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5862588416.0,Maximum,2024-07-01 15:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.64,Maximum,2024-07-01 16:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-07-01 17:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Available Memory Bytes,5832179712.0,Maximum,2024-07-01 18:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,5295670.02,Maximum,2024-07-01 19:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,4690024.78,Maximum,2024-07-01 20:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Percentage CPU,7.55,Maximum,2024-07-01 21:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Write Bytes,4689751.93,Maximum,2024-07-01 22:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-07-01 23:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-worker,Available Memory Bytes,6198132736.0,Maximum,2024-07-02 00:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-07-02 01:00:00
cf342d1d-2dc2-4647-a3ad-d84e19ffce1d,anton-cka-cks/K8s-cp,Disk Read Bytes,0.0,Maximum,2024-07-02 02:00:00
